title,time_per_workout,week,day,number_of_exercises,exercise_name,sets,reps_display
5.0 weeks for ['Powerlifting'],90,1,2,8,Bench Press (Close Grip),3,14
5.0 weeks for ['Powerlifting'],90,1,2,8,Seated Shoulder Press (Dumbbell),3,14
5.0 weeks for ['Powerlifting'],90,1,2,8,Lateral Raise (Dumbbell),4,14
5.0 weeks for ['Powerlifting'],90,1,2,8,Reverse Pec Deck,4,14
5.0 weeks for ['Powerlifting'],90,1,3,6,Pull-Up (Assisted),2,10
5.0 weeks for ['Powerlifting'],90,1,3,6,Squat (Barbell),5,10
5.0 weeks for ['Powerlifting'],90,1,3,6,Leg Extension,4,10
5.0 weeks for ['Powerlifting'],90,1,3,6,Romanian Deadlift (Barbell),4,10
5.0 weeks for ['Powerlifting'],90,1,3,6,Leg Press (45 Degrees),3,10
5.0 weeks for ['Powerlifting'],90,1,3,6,Seated Calf Raise,5,10
5.0 weeks for ['Powerlifting'],90,1,4,7,Pull-Up (Assisted),2,10
5.0 weeks for ['Powerlifting'],90,1,4,7,Bent Over Row (Barbell),4,18
5.0 weeks for ['Powerlifting'],90,1,4,7,Standing Pullover (Cable),3,18
5.0 weeks for ['Powerlifting'],90,1,4,7,Chest Supported Row (Machine),3,10
5.0 weeks for ['Powerlifting'],90,1,4,7,Incline Bench Press (Dumbbell),3,10
5.0 weeks for ['Powerlifting'],90,1,4,7,Bench Press (Dumbbell),3,10
5.0 weeks for ['Powerlifting'],90,1,4,7,Chest Press (Machine),2,10
5.0 weeks for ['Powerlifting'],90,1,5,8,Shoulder Press (Machine),4,10
5.0 weeks for ['Powerlifting'],90,1,5,8,Lateral Raise (Machine),4,10
5.0 weeks for ['Powerlifting'],90,1,5,8,Reverse Pec Deck,3,10
5.0 weeks for ['Powerlifting'],90,1,5,8,Skull Crusher,4,10
5.0 weeks for ['Powerlifting'],90,1,5,8,Tricep Rope Push Down (Cable),3,10
5.0 weeks for ['Powerlifting'],90,1,5,8,Bicep Curl (Dumbbell),3,10
5.0 weeks for ['Powerlifting'],90,1,5,8,Hammer Curl,3,10
5.0 weeks for ['Powerlifting'],90,1,5,8,Seated Calf Raise,5,10
5.0 weeks for ['Powerlifting'],90,2,1,7,Pull-Up (Assisted),2,18
5.0 weeks for ['Powerlifting'],90,2,1,7,Bench Press (Barbell),4,18
5.0 weeks for ['Powerlifting'],90,2,1,7,Incline Bench Press (Dumbbell),3,10
5.0 weeks for ['Powerlifting'],90,2,1,7,Chest Fly (Machine),3,10
5.0 weeks for ['Powerlifting'],90,2,1,7,Bent Over Row (Barbell),3,10
5.0 weeks for ['Powerlifting'],90,2,1,7,Lat Pulldown,3,10
5.0 weeks for ['Powerlifting'],90,2,1,7,Seated Row (Cable),3,10
5.0 weeks for ['Powerlifting'],90,2,2,8,Pull-Up (Assisted),2,7
5.0 weeks for ['Powerlifting'],90,2,2,8,Bicep Curl (Barbell),4,7
5.0 weeks for ['Powerlifting'],90,2,2,8,Hammer Curl,4,7
5.0 weeks for ['Powerlifting'],90,2,2,8,Tricep Pushdown (Cable),4,7
5.0 weeks for ['Powerlifting'],90,2,2,8,Bench Press (Close Grip),3,7
5.0 weeks for ['Powerlifting'],90,2,2,8,Seated Shoulder Press (Dumbbell),3,7
5.0 weeks for ['Powerlifting'],90,2,2,8,Lateral Raise (Dumbbell),4,7
5.0 weeks for ['Powerlifting'],90,2,2,8,Reverse Pec Deck,4,12
5.0 weeks for ['Powerlifting'],90,2,3,6,Pull-Up (Assisted),2,12
5.0 weeks for ['Powerlifting'],90,2,3,6,Squat (Barbell),5,7
5.0 weeks for ['Powerlifting'],90,2,3,6,Leg Extension,4,7
5.0 weeks for ['Powerlifting'],90,2,3,6,Romanian Deadlift (Barbell),4,7
5.0 weeks for ['Powerlifting'],90,2,3,6,Leg Press (45 Degrees),3,7
5.0 weeks for ['Powerlifting'],90,2,3,6,Seated Calf Raise,5,7
5.0 weeks for ['Powerlifting'],90,2,4,7,Pull-Up (Assisted),2,7
5.0 weeks for ['Powerlifting'],90,2,4,7,Bent Over Row (Barbell),4,7
5.0 weeks for ['Powerlifting'],90,2,4,7,Standing Pullover (Cable),3,7
5.0 weeks for ['Powerlifting'],90,2,4,7,Chest Supported Row (Machine),3,7
5.0 weeks for ['Powerlifting'],90,2,4,7,Incline Bench Press (Dumbbell),3,7
5.0 weeks for ['Powerlifting'],90,2,4,7,Bench Press (Dumbbell),3,7
5.0 weeks for ['Powerlifting'],90,2,4,7,Chest Press (Machine),2,7
5.0 weeks for ['Powerlifting'],90,2,5,8,Shoulder Press (Machine),4,12
5.0 weeks for ['Powerlifting'],90,2,5,8,Lateral Raise (Machine),4,12
5.0 weeks for ['Powerlifting'],90,2,5,8,Reverse Pec Deck,3,7
5.0 weeks for ['Powerlifting'],90,2,5,8,Skull Crusher,4,7
5.0 weeks for ['Powerlifting'],90,2,5,8,Tricep Rope Push Down (Cable),3,7
5.0 weeks for ['Powerlifting'],90,2,5,8,Bicep Curl (Dumbbell),3,7
5.0 weeks for ['Powerlifting'],90,2,5,8,Hammer Curl,3,7
5.0 weeks for ['Powerlifting'],90,2,5,8,Seated Calf Raise,5,4
5.0 weeks for ['Powerlifting'],90,3,1,7,Pull-Up (Assisted),2,4
5.0 weeks for ['Powerlifting'],90,3,1,7,Bench Press (Barbell),4,4
5.0 weeks for ['Powerlifting'],90,3,1,7,Incline Bench Press (Dumbbell),3,4
5.0 weeks for ['Powerlifting'],90,3,1,7,Chest Fly (Machine),3,4
5.0 weeks for ['Powerlifting'],90,3,1,7,Bent Over Row (Barbell),3,4
5.0 weeks for ['Powerlifting'],90,3,1,7,Lat Pulldown,3,4
5.0 weeks for ['Powerlifting'],90,3,1,7,Seated Row (Cable),3,8
5.0 weeks for ['Powerlifting'],90,3,2,8,Pull-Up (Assisted),2,8
5.0 weeks for ['Powerlifting'],90,3,2,8,Bicep Curl (Barbell),4,4
5.0 weeks for ['Powerlifting'],90,3,2,8,Hammer Curl,4,4
5.0 weeks for ['Powerlifting'],90,3,2,8,Tricep Pushdown (Cable),4,4
5.0 weeks for ['Powerlifting'],90,3,2,8,Bench Press (Close Grip),3,4
5.0 weeks for ['Powerlifting'],90,3,2,8,Seated Shoulder Press (Dumbbell),3,4
5.0 weeks for ['Powerlifting'],90,3,2,8,Lateral Raise (Dumbbell),4,4
5.0 weeks for ['Powerlifting'],90,3,2,8,Reverse Pec Deck,4,4
5.0 weeks for ['Powerlifting'],90,3,3,6,Pull-Up (Assisted),2,4
5.0 weeks for ['Powerlifting'],90,3,3,6,Squat (Barbell),5,4
5.0 weeks for ['Powerlifting'],90,3,3,6,Leg Extension,4,4
5.0 weeks for ['Powerlifting'],90,3,3,6,Romanian Deadlift (Barbell),4,4
5.0 weeks for ['Powerlifting'],90,3,3,6,Leg Press (45 Degrees),3,4
5.0 weeks for ['Powerlifting'],90,3,3,6,Seated Calf Raise,5,8
5.0 weeks for ['Powerlifting'],90,3,4,7,Pull-Up (Assisted),2,8
5.0 weeks for ['Powerlifting'],90,3,4,7,Bent Over Row (Barbell),4,4
5.0 weeks for ['Powerlifting'],90,3,4,7,Standing Pullover (Cable),3,4
5.0 weeks for ['Powerlifting'],90,3,4,7,Chest Supported Row (Machine),3,4
5.0 weeks for ['Powerlifting'],90,3,4,7,Incline Bench Press (Dumbbell),3,4
5.0 weeks for ['Powerlifting'],90,3,4,7,Bench Press (Dumbbell),3,4
5.0 weeks for ['Powerlifting'],90,3,4,7,Chest Press (Machine),2,12
5.0 weeks for ['Powerlifting'],90,3,5,8,Shoulder Press (Machine),4,18
5.0 weeks for ['Powerlifting'],90,3,5,8,Lateral Raise (Machine),4,8
5.0 weeks for ['Powerlifting'],90,3,5,8,Reverse Pec Deck,3,12
5.0 weeks for ['Powerlifting'],90,3,5,8,Skull Crusher,4,12
5.0 weeks for ['Powerlifting'],90,3,5,8,Tricep Rope Push Down (Cable),3,12
5.0 weeks for ['Powerlifting'],90,3,5,8,Bicep Curl (Dumbbell),3,15
5.0 weeks for ['Powerlifting'],90,3,5,8,Hammer Curl,3,8
5.0 weeks for ['Powerlifting'],90,3,5,8,Seated Calf Raise,5,16
5.0 weeks for ['Powerlifting'],90,4,1,7,Pull-Up (Assisted),2,12
5.0 weeks for ['Powerlifting'],90,4,1,7,Bench Press (Barbell),4,12
5.0 weeks for ['Powerlifting'],90,4,1,7,Incline Bench Press (Dumbbell),3,12
5.0 weeks for ['Powerlifting'],90,4,1,7,Chest Fly (Machine),3,15
5.0 weeks for ['Powerlifting'],90,4,1,7,Bent Over Row (Barbell),3,12
5.0 weeks for ['Powerlifting'],90,4,1,7,Lat Pulldown,3,12
5.0 weeks for ['Powerlifting'],90,4,1,7,Seated Row (Cable),3,12
5.0 weeks for ['Powerlifting'],90,4,2,8,Pull-Up (Assisted),2,15
5.0 weeks for ['Powerlifting'],90,4,2,8,Bicep Curl (Barbell),4,12
5.0 weeks for ['Powerlifting'],90,4,2,8,Hammer Curl,4,12
5.0 weeks for ['Powerlifting'],90,4,2,8,Tricep Pushdown (Cable),4,12
5.0 weeks for ['Powerlifting'],90,4,2,8,Bench Press (Close Grip),3,8
5.0 weeks for ['Powerlifting'],90,4,2,8,Seated Shoulder Press (Dumbbell),3,15
5.0 weeks for ['Powerlifting'],90,4,2,8,Lateral Raise (Dumbbell),4,15
5.0 weeks for ['Powerlifting'],90,4,2,8,Reverse Pec Deck,4,15
5.0 weeks for ['Powerlifting'],90,4,3,6,Pull-Up (Assisted),2,6
5.0 weeks for ['Powerlifting'],90,4,3,6,Squat (Barbell),5,15
5.0 weeks for ['Powerlifting'],90,4,3,6,Leg Extension,4,12
5.0 weeks for ['Powerlifting'],90,4,3,6,Romanian Deadlift (Barbell),4,15
5.0 weeks for ['Powerlifting'],90,4,3,6,Leg Press (45 Degrees),3,10
5.0 weeks for ['Powerlifting'],90,4,3,6,Seated Calf Raise,5,15
5.0 weeks for ['Powerlifting'],90,4,4,7,Pull-Up (Assisted),2,12
5.0 weeks for ['Powerlifting'],90,4,4,7,Bent Over Row (Barbell),4,12
5.0 weeks for ['Powerlifting'],90,4,4,7,Standing Pullover (Cable),3,12
5.0 weeks for ['Powerlifting'],90,4,4,7,Chest Supported Row (Machine),3,16
5.0 weeks for ['Powerlifting'],90,4,4,7,Incline Bench Press (Dumbbell),3,12
5.0 weeks for ['Powerlifting'],90,4,4,7,Bench Press (Dumbbell),3,6
5.0 weeks for ['Powerlifting'],90,4,4,7,Chest Press (Machine),2,12
5.0 weeks for ['Powerlifting'],90,4,5,8,Shoulder Press (Machine),4,12
5.0 weeks for ['Powerlifting'],90,4,5,8,Lateral Raise (Machine),4,14
5.0 weeks for ['Powerlifting'],90,4,5,8,Reverse Pec Deck,3,12
5.0 weeks for ['Powerlifting'],90,4,5,8,Skull Crusher,4,18
5.0 weeks for ['Powerlifting'],90,4,5,8,Tricep Rope Push Down (Cable),3,8
5.0 weeks for ['Powerlifting'],90,4,5,8,Bicep Curl (Dumbbell),3,8
5.0 weeks for ['Powerlifting'],90,4,5,8,Hammer Curl,3,12
5.0 weeks for ['Powerlifting'],90,4,5,8,Seated Calf Raise,5,12
5.0 weeks for ['Powerlifting'],90,5,1,7,Pull-Up (Assisted),2,15
5.0 weeks for ['Powerlifting'],90,5,1,7,Bench Press (Barbell),4,8
5.0 weeks for ['Powerlifting'],90,5,1,7,Incline Bench Press (Dumbbell),3,16
5.0 weeks for ['Powerlifting'],90,5,1,7,Chest Fly (Machine),3,12
5.0 weeks for ['Powerlifting'],90,5,1,7,Bent Over Row (Barbell),3,12
5.0 weeks for ['Powerlifting'],90,5,1,7,Lat Pulldown,3,12
5.0 weeks for ['Powerlifting'],90,5,1,7,Seated Row (Cable),3,15
5.0 weeks for ['Powerlifting'],90,5,2,8,Pull-Up (Assisted),2,12
5.0 weeks for ['Powerlifting'],90,5,2,8,Bicep Curl (Barbell),4,12
5.0 weeks for ['Powerlifting'],90,5,2,8,Hammer Curl,4,12
5.0 weeks for ['Powerlifting'],90,5,2,8,Tricep Pushdown (Cable),4,15
5.0 weeks for ['Powerlifting'],90,5,2,8,Bench Press (Close Grip),3,10
5.0 weeks for ['Powerlifting'],90,5,2,8,Seated Shoulder Press (Dumbbell),3,12
5.0 weeks for ['Powerlifting'],90,5,2,8,Lateral Raise (Dumbbell),4,12
5.0 weeks for ['Powerlifting'],90,5,2,8,Reverse Pec Deck,4,8
5.0 weeks for ['Powerlifting'],90,5,3,6,Pull-Up (Assisted),2,15
5.0 weeks for ['Powerlifting'],90,5,3,6,Squat (Barbell),5,15
5.0 weeks for ['Powerlifting'],90,5,3,6,Leg Extension,4,15
5.0 weeks for ['Powerlifting'],90,5,3,6,Romanian Deadlift (Barbell),4,6
5.0 weeks for ['Powerlifting'],90,5,3,6,Leg Press (45 Degrees),3,15
5.0 weeks for ['Powerlifting'],90,5,3,6,Seated Calf Raise,5,12
5.0 weeks for ['Powerlifting'],90,5,4,7,Pull-Up (Assisted),2,15
5.0 weeks for ['Powerlifting'],90,5,4,7,Bent Over Row (Barbell),4,12
5.0 weeks for ['Powerlifting'],90,5,4,7,Standing Pullover (Cable),3,10
5.0 weeks for ['Powerlifting'],90,5,4,7,Chest Supported Row (Machine),3,12
5.0 weeks for ['Powerlifting'],90,5,4,7,Incline Bench Press (Dumbbell),3,15
5.0 weeks for ['Powerlifting'],90,5,4,7,Bench Press (Dumbbell),3,12
5.0 weeks for ['Powerlifting'],90,5,4,7,Chest Press (Machine),2,16
5.0 weeks for ['Powerlifting'],90,5,5,8,Shoulder Press (Machine),4,12
5.0 weeks for ['Powerlifting'],90,5,5,8,Lateral Raise (Machine),4,6
5.0 weeks for ['Powerlifting'],90,5,5,8,Reverse Pec Deck,3,12
5.0 weeks for ['Powerlifting'],90,5,5,8,Skull Crusher,4,12
5.0 weeks for ['Powerlifting'],90,5,5,8,Tricep Rope Push Down (Cable),3,14
5.0 weeks for ['Powerlifting'],90,5,5,8,Bicep Curl (Dumbbell),3,12
5.0 weeks for ['Powerlifting'],90,5,5,8,Hammer Curl,3,18
5.0 weeks for ['Powerlifting'],90,5,5,8,Seated Calf Raise,5,8
"9.0 weeks for ['Athletics', 'Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",60,1,1,5,Incline Bench Press (Dumbbell),3,12
"9.0 weeks for ['Athletics', 'Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",60,1,1,5,Lu Raise,3,12
"9.0 weeks for ['Athletics', 'Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",60,1,1,5,Wrist Curls,3,12
"9.0 weeks for ['Athletics', 'Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",60,1,1,5,Abs Crunch (Weighted),3,30
"9.0 weeks for ['Athletics', 'Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",60,1,1,5,Plank,3,12
"9.0 weeks for ['Athletics', 'Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",60,1,2,3,Box Squat (Barbell),3,12
"9.0 weeks for ['Athletics', 'Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",60,1,2,3,Nordic Curl,3,12
"9.0 weeks for ['Athletics', 'Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",60,1,2,3,Hanging Leg Raise,3,12
"9.0 weeks for ['Athletics', 'Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",60,1,3,4,Pull-Up (Band),3,12
"9.0 weeks for ['Athletics', 'Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",60,1,3,4,"Bent Over Row (Barbell, Paused)",3,10
"9.0 weeks for ['Athletics', 'Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",60,1,3,4,Wrist Curls,3,12
"9.0 weeks for ['Athletics', 'Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",60,1,3,4,Dragon Flag,3,12
"9.0 weeks for ['Athletics', 'Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",60,1,4,3,Sumo Deadlift (Barbell),3,12
"9.0 weeks for ['Athletics', 'Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",60,1,4,3,Cossack Squat,3,15
"9.0 weeks for ['Athletics', 'Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",60,1,4,3,Pallof Press,3,15
"9.0 weeks for ['Athletics', 'Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",60,2,1,5,Incline Bench Press (Dumbbell),3,15
"9.0 weeks for ['Athletics', 'Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",60,2,1,5,Lu Raise,3,12
"9.0 weeks for ['Athletics', 'Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",60,2,1,5,Wrist Curls,3,30
"9.0 weeks for ['Athletics', 'Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",60,2,1,5,Abs Crunch (Weighted),3,12
"9.0 weeks for ['Athletics', 'Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",60,2,1,5,Plank,3,12
"9.0 weeks for ['Athletics', 'Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",60,2,2,3,Box Squat (Barbell),3,12
"9.0 weeks for ['Athletics', 'Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",60,2,2,3,Nordic Curl,3,12
"9.0 weeks for ['Athletics', 'Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",60,2,2,3,Hanging Leg Raise,3,12
"9.0 weeks for ['Athletics', 'Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",60,2,3,4,Pull-Up (Band),3,12
"9.0 weeks for ['Athletics', 'Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",60,2,3,4,"Bent Over Row (Barbell, Paused)",3,30
"9.0 weeks for ['Athletics', 'Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",60,2,3,4,Wrist Curls,3,12
"9.0 weeks for ['Athletics', 'Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",60,2,3,4,Dragon Flag,3,12
"9.0 weeks for ['Athletics', 'Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",60,2,4,3,Sumo Deadlift (Barbell),3,12
"9.0 weeks for ['Athletics', 'Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",60,2,4,3,Cossack Squat,3,12
"9.0 weeks for ['Athletics', 'Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",60,2,4,3,Pallof Press,3,12
"9.0 weeks for ['Athletics', 'Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",60,3,1,5,Incline Bench Press (Dumbbell),3,10
"9.0 weeks for ['Athletics', 'Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",60,3,1,5,Lu Raise,3,12
"9.0 weeks for ['Athletics', 'Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",60,3,1,5,Wrist Curls,3,12
"9.0 weeks for ['Athletics', 'Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",60,3,1,5,Abs Crunch (Weighted),3,12
"9.0 weeks for ['Athletics', 'Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",60,3,1,5,Plank,3,15
"9.0 weeks for ['Athletics', 'Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",60,3,2,3,Box Squat (Barbell),3,15
"9.0 weeks for ['Athletics', 'Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",60,3,2,3,Nordic Curl,3,15
"9.0 weeks for ['Athletics', 'Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",60,3,2,3,Hanging Leg Raise,3,12
