title,time_per_workout,week,day,number_of_exercises,exercise_name,sets,reps_display
12 Weeks Muscle Building Program,180,1,5,17,Dumbbell Row,3,12
12 Weeks Muscle Building Program,180,1,5,17,Single Arm Iso Row,3,12
12 Weeks Muscle Building Program,180,1,5,17,Seated Row (Cable),3,8
12 Weeks Muscle Building Program,180,1,5,17,Single Arm Row (Dumbbell),3,10
12 Weeks Muscle Building Program,180,1,5,17,T-Bar Row,3,10
12 Weeks Muscle Building Program,180,1,5,17,Bicep Curl (Barbell),3,18
12 Weeks Muscle Building Program,180,1,5,17,Bicep Curl (Machine),3,10
12 Weeks Muscle Building Program,180,1,5,17,Bicep Curl (Cable),3,10
12 Weeks Muscle Building Program,180,1,5,17,Bicep Curl (Dumbbell),3,10
12 Weeks Muscle Building Program,180,1,5,17,Concentration Curl,3,10
12 Weeks Muscle Building Program,180,1,5,17,Reverse Wrist Curl (Barbell),3,8
12 Weeks Muscle Building Program,180,1,5,17,Wrist Curls,3,6
12 Weeks Muscle Building Program,180,1,5,17,Reverse Wrist Curl (Dumbbell),3,12
12 Weeks Muscle Building Program,180,1,6,3,Run,1,8
12 Weeks Muscle Building Program,180,1,6,3,Elliptical,1,8
12 Weeks Muscle Building Program,180,1,6,3,Cycling,1,10
12 Weeks Muscle Building Program,180,1,7,1,Swim,1,10
12 Weeks Muscle Building Program,180,2,1,15,Bench Press (Barbell),3,18
12 Weeks Muscle Building Program,180,2,1,15,Incline Bench Press (Barbell),3,5
12 Weeks Muscle Building Program,180,2,1,15,Decline Bench Press (Barbell),3,9
12 Weeks Muscle Building Program,180,2,1,15,Pec Deck (Machine),3,10
12 Weeks Muscle Building Program,180,2,1,15,Face Pull,3,10
12 Weeks Muscle Building Program,180,2,1,15,Reverse Pec Deck,3,8
12 Weeks Muscle Building Program,180,2,1,15,Lying Rear Lateral Raise,3,6
12 Weeks Muscle Building Program,180,2,1,15,Lateral Raise (Machine),3,12
12 Weeks Muscle Building Program,180,2,1,15,Lateral Raise (Dumbbell),3,12
12 Weeks Muscle Building Program,180,2,1,15,Tricep Pushdown (Cable),3,8
12 Weeks Muscle Building Program,180,2,1,15,Skull Crusher,3,10
12 Weeks Muscle Building Program,180,2,1,15,Tricep Rope Push Down (Cable),3,10
12 Weeks Muscle Building Program,180,2,1,15,V-Handle Tricep Pushdown (Cable),3,18
12 Weeks Muscle Building Program,180,2,1,15,Tricep Extension (Cable),3,10
12 Weeks Muscle Building Program,180,2,1,15,Tricep Extension (Dumbbell),3,10
12 Weeks Muscle Building Program,180,2,2,3,Run,1,10
12 Weeks Muscle Building Program,180,2,2,3,Elliptical,1,10
12 Weeks Muscle Building Program,180,2,2,3,Cycling,1,5
12 Weeks Muscle Building Program,180,2,3,17,Deadlift (Paused),3,5
12 Weeks Muscle Building Program,180,2,3,17,Squat (Paused),3,10
12 Weeks Muscle Building Program,180,2,3,17,Leg Curl,3,12
12 Weeks Muscle Building Program,180,2,3,17,Belt Squat,3,16
12 Weeks Muscle Building Program,180,2,3,17,Pendulum Squat,3,16
12 Weeks Muscle Building Program,180,2,3,17,Good Morning,3,16
12 Weeks Muscle Building Program,180,2,3,17,Leg Press,3,5
12 Weeks Muscle Building Program,180,2,3,17,Hip Extension,3,5
12 Weeks Muscle Building Program,180,2,3,17,Standing Calf Raise,3,16
12 Weeks Muscle Building Program,180,2,3,17,Deadlift (Dumbbell),3,16
12 Weeks Muscle Building Program,180,2,3,17,Leg Extension,3,16
12 Weeks Muscle Building Program,180,2,3,17,Back Extension,3,16
12 Weeks Muscle Building Program,180,2,3,17,Bulgarian Split Squat (Dumbbell),3,16
12 Weeks Muscle Building Program,180,2,3,17,Seated Hamstring Curl,3,4
12 Weeks Muscle Building Program,180,2,3,17,Walking Lunge,3,4
12 Weeks Muscle Building Program,180,2,3,17,Glute-Ham Raise,3,10
12 Weeks Muscle Building Program,180,2,3,17,Seated Calf Raise,3,12
12 Weeks Muscle Building Program,180,2,5,17,Pull-Up (Band),3,16
12 Weeks Muscle Building Program,180,2,5,17,Chin-Up (Assisted),3,16
12 Weeks Muscle Building Program,180,2,5,17,Barbell Row,3,4
12 Weeks Muscle Building Program,180,2,5,17,Lat Pulldown,3,4
12 Weeks Muscle Building Program,180,2,5,17,Dumbbell Row,3,16
12 Weeks Muscle Building Program,180,2,5,17,Single Arm Iso Row,3,16
12 Weeks Muscle Building Program,180,2,5,17,Seated Row (Cable),3,16
12 Weeks Muscle Building Program,180,2,5,17,Single Arm Row (Dumbbell),3,16
12 Weeks Muscle Building Program,180,2,5,17,T-Bar Row,3,16
12 Weeks Muscle Building Program,180,2,5,17,Bicep Curl (Barbell),3,3
12 Weeks Muscle Building Program,180,2,5,17,Bicep Curl (Machine),3,5
12 Weeks Muscle Building Program,180,2,5,17,Bicep Curl (Cable),3,10
12 Weeks Muscle Building Program,180,2,5,17,Bicep Curl (Dumbbell),3,12
12 Weeks Muscle Building Program,180,2,5,17,Concentration Curl,3,16
12 Weeks Muscle Building Program,180,2,5,17,Reverse Wrist Curl (Barbell),3,16
12 Weeks Muscle Building Program,180,2,5,17,Wrist Curls,3,16
12 Weeks Muscle Building Program,180,2,5,17,Reverse Wrist Curl (Dumbbell),3,3
12 Weeks Muscle Building Program,180,2,6,3,Run,1,3
12 Weeks Muscle Building Program,180,2,6,3,Elliptical,1,16
12 Weeks Muscle Building Program,180,2,6,3,Cycling,1,16
12 Weeks Muscle Building Program,180,2,7,1,Swim,1,16
12 Weeks Muscle Building Program,180,3,1,15,Bench Press (Barbell),3,16
12 Weeks Muscle Building Program,180,3,1,15,Incline Bench Press (Barbell),3,16
12 Weeks Muscle Building Program,180,3,1,15,Decline Bench Press (Barbell),3,5
12 Weeks Muscle Building Program,180,3,1,15,Pec Deck (Machine),3,5
12 Weeks Muscle Building Program,180,3,1,15,Face Pull,3,10
12 Weeks Muscle Building Program,180,3,1,15,Reverse Pec Deck,3,12
12 Weeks Muscle Building Program,180,3,1,15,Lying Rear Lateral Raise,3,16
12 Weeks Muscle Building Program,180,3,1,15,Lateral Raise (Machine),3,16
12 Weeks Muscle Building Program,180,3,1,15,Lateral Raise (Dumbbell),3,16
12 Weeks Muscle Building Program,180,3,1,15,Tricep Pushdown (Cable),3,5
12 Weeks Muscle Building Program,180,3,1,15,Skull Crusher,3,5
12 Weeks Muscle Building Program,180,3,1,15,Tricep Rope Push Down (Cable),3,16
12 Weeks Muscle Building Program,180,3,1,15,V-Handle Tricep Pushdown (Cable),3,16
12 Weeks Muscle Building Program,180,3,1,15,Tricep Extension (Cable),3,16
12 Weeks Muscle Building Program,180,3,1,15,Tricep Extension (Dumbbell),3,16
12 Weeks Muscle Building Program,180,3,2,3,Run,1,16
12 Weeks Muscle Building Program,180,3,2,3,Elliptical,1,4
12 Weeks Muscle Building Program,180,3,2,3,Cycling,1,4
12 Weeks Muscle Building Program,180,3,3,17,Deadlift (Paused),3,10
12 Weeks Muscle Building Program,180,3,3,17,Squat (Paused),3,12
12 Weeks Muscle Building Program,180,3,3,17,Leg Curl,3,16
12 Weeks Muscle Building Program,180,3,3,17,Belt Squat,3,16
12 Weeks Muscle Building Program,180,3,3,17,Pendulum Squat,3,16
12 Weeks Muscle Building Program,180,3,3,17,Good Morning,3,4
12 Weeks Muscle Building Program,180,3,3,17,Leg Press,3,4
12 Weeks Muscle Building Program,180,3,3,17,Hip Extension,3,16
12 Weeks Muscle Building Program,180,3,3,17,Standing Calf Raise,3,16
12 Weeks Muscle Building Program,180,3,3,17,Deadlift (Dumbbell),3,16
12 Weeks Muscle Building Program,180,3,3,17,Leg Extension,3,16
12 Weeks Muscle Building Program,180,3,3,17,Back Extension,3,16
12 Weeks Muscle Building Program,180,3,3,17,Bulgarian Split Squat (Dumbbell),3,3
12 Weeks Muscle Building Program,180,3,3,17,Seated Hamstring Curl,3,3
12 Weeks Muscle Building Program,180,3,3,17,Walking Lunge,3,10
12 Weeks Muscle Building Program,180,3,3,17,Glute-Ham Raise,3,12
12 Weeks Muscle Building Program,180,3,3,17,Seated Calf Raise,3,16
12 Weeks Muscle Building Program,180,3,5,17,Pull-Up (Band),3,16
12 Weeks Muscle Building Program,180,3,5,17,Chin-Up (Assisted),3,3
12 Weeks Muscle Building Program,180,3,5,17,Barbell Row,3,3
12 Weeks Muscle Building Program,180,3,5,17,Lat Pulldown,3,16
12 Weeks Muscle Building Program,180,3,5,17,Dumbbell Row,3,16
12 Weeks Muscle Building Program,180,3,5,17,Single Arm Iso Row,3,16
12 Weeks Muscle Building Program,180,3,5,17,Seated Row (Cable),3,16
12 Weeks Muscle Building Program,180,3,5,17,Single Arm Row (Dumbbell),3,16
12 Weeks Muscle Building Program,180,3,5,17,T-Bar Row,3,5
12 Weeks Muscle Building Program,180,3,5,17,Bicep Curl (Barbell),3,9
12 Weeks Muscle Building Program,180,3,5,17,Bicep Curl (Machine),3,11
12 Weeks Muscle Building Program,180,3,5,17,Bicep Curl (Cable),3,7
12 Weeks Muscle Building Program,180,3,5,17,Bicep Curl (Dumbbell),3,11
12 Weeks Muscle Building Program,180,3,5,17,Concentration Curl,3,60
12 Weeks Muscle Building Program,180,3,5,17,Reverse Wrist Curl (Barbell),3,1800
12 Weeks Muscle Building Program,180,3,5,17,Wrist Curls,3,7
12 Weeks Muscle Building Program,180,3,5,17,Reverse Wrist Curl (Dumbbell),3,7
12 Weeks Muscle Building Program,180,3,6,3,Run,1,11
12 Weeks Muscle Building Program,180,3,6,3,Elliptical,1,7
12 Weeks Muscle Building Program,180,3,6,3,Cycling,1,7
12 Weeks Muscle Building Program,180,3,7,1,Swim,1,7
12 Weeks Muscle Building Program,180,4,1,15,Bench Press (Barbell),3,120
12 Weeks Muscle Building Program,180,4,1,15,Incline Bench Press (Barbell),3,1800
12 Weeks Muscle Building Program,180,4,1,15,Decline Bench Press (Barbell),3,7
12 Weeks Muscle Building Program,180,4,1,15,Pec Deck (Machine),3,7
12 Weeks Muscle Building Program,180,4,1,15,Face Pull,3,7
12 Weeks Muscle Building Program,180,4,1,15,Reverse Pec Deck,3,11
12 Weeks Muscle Building Program,180,4,1,15,Lying Rear Lateral Raise,3,7
12 Weeks Muscle Building Program,180,4,1,15,Lateral Raise (Machine),3,9
12 Weeks Muscle Building Program,180,4,1,15,Lateral Raise (Dumbbell),3,7
12 Weeks Muscle Building Program,180,4,1,15,Tricep Pushdown (Cable),3,7
12 Weeks Muscle Building Program,180,4,1,15,Skull Crusher,3,9
12 Weeks Muscle Building Program,180,4,1,15,Tricep Rope Push Down (Cable),3,7
12 Weeks Muscle Building Program,180,4,1,15,V-Handle Tricep Pushdown (Cable),3,7
12 Weeks Muscle Building Program,180,4,1,15,Tricep Extension (Cable),3,11
12 Weeks Muscle Building Program,180,4,1,15,Tricep Extension (Dumbbell),3,11
12 Weeks Muscle Building Program,180,4,2,3,Run,1,1800
12 Weeks Muscle Building Program,180,4,2,3,Elliptical,1,60
12 Weeks Muscle Building Program,180,4,2,3,Cycling,1,300
12 Weeks Muscle Building Program,180,4,3,17,Deadlift (Paused),3,1800
12 Weeks Muscle Building Program,180,4,3,17,Squat (Paused),3,1800
12 Weeks Muscle Building Program,180,4,3,17,Leg Curl,3,5
12 Weeks Muscle Building Program,180,4,3,17,Belt Squat,3,9
12 Weeks Muscle Building Program,180,4,3,17,Pendulum Squat,3,11
12 Weeks Muscle Building Program,180,4,3,17,Good Morning,3,7
12 Weeks Muscle Building Program,180,4,3,17,Leg Press,3,11
12 Weeks Muscle Building Program,180,4,3,17,Hip Extension,3,60
12 Weeks Muscle Building Program,180,4,3,17,Standing Calf Raise,3,1800
12 Weeks Muscle Building Program,180,4,3,17,Deadlift (Dumbbell),3,7
12 Weeks Muscle Building Program,180,4,3,17,Leg Extension,3,7
12 Weeks Muscle Building Program,180,4,3,17,Back Extension,3,11
12 Weeks Muscle Building Program,180,4,3,17,Bulgarian Split Squat (Dumbbell),3,7
12 Weeks Muscle Building Program,180,4,3,17,Seated Hamstring Curl,3,7
12 Weeks Muscle Building Program,180,4,3,17,Walking Lunge,3,7
12 Weeks Muscle Building Program,180,4,3,17,Glute-Ham Raise,3,120
12 Weeks Muscle Building Program,180,4,3,17,Seated Calf Raise,3,1800
12 Weeks Muscle Building Program,180,4,5,17,Pull-Up (Band),3,7
12 Weeks Muscle Building Program,180,4,5,17,Chin-Up (Assisted),3,7
12 Weeks Muscle Building Program,180,4,5,17,Barbell Row,3,11
12 Weeks Muscle Building Program,180,4,5,17,Lat Pulldown,3,7
12 Weeks Muscle Building Program,180,4,5,17,Dumbbell Row,3,9
12 Weeks Muscle Building Program,180,4,5,17,Single Arm Iso Row,3,7
12 Weeks Muscle Building Program,180,4,5,17,Seated Row (Cable),3,7
12 Weeks Muscle Building Program,180,4,5,17,Single Arm Row (Dumbbell),3,9
12 Weeks Muscle Building Program,180,4,5,17,T-Bar Row,3,7
12 Weeks Muscle Building Program,180,4,5,17,Bicep Curl (Barbell),3,7
12 Weeks Muscle Building Program,180,4,5,17,Bicep Curl (Machine),3,11
12 Weeks Muscle Building Program,180,4,5,17,Bicep Curl (Cable),3,11
12 Weeks Muscle Building Program,180,4,5,17,Bicep Curl (Dumbbell),3,1800
12 Weeks Muscle Building Program,180,4,5,17,Concentration Curl,3,60
12 Weeks Muscle Building Program,180,4,5,17,Reverse Wrist Curl (Barbell),3,300
12 Weeks Muscle Building Program,180,4,5,17,Wrist Curls,3,1800
12 Weeks Muscle Building Program,180,4,5,17,Reverse Wrist Curl (Dumbbell),3,1800
12 Weeks Muscle Building Program,180,4,6,3,Run,1,5
12 Weeks Muscle Building Program,180,4,6,3,Elliptical,1,9
12 Weeks Muscle Building Program,180,4,6,3,Cycling,1,11
12 Weeks Muscle Building Program,180,4,7,1,Swim,1,7
12 Weeks Muscle Building Program,180,5,1,15,Bench Press (Barbell),3,11
12 Weeks Muscle Building Program,180,5,1,15,Incline Bench Press (Barbell),3,60
12 Weeks Muscle Building Program,180,5,1,15,Decline Bench Press (Barbell),3,1800
12 Weeks Muscle Building Program,180,5,1,15,Pec Deck (Machine),3,7
12 Weeks Muscle Building Program,180,5,1,15,Face Pull,3,7
12 Weeks Muscle Building Program,180,5,1,15,Reverse Pec Deck,3,11
12 Weeks Muscle Building Program,180,5,1,15,Lying Rear Lateral Raise,3,7
12 Weeks Muscle Building Program,180,5,1,15,Lateral Raise (Machine),3,7
12 Weeks Muscle Building Program,180,5,1,15,Lateral Raise (Dumbbell),3,7
12 Weeks Muscle Building Program,180,5,1,15,Tricep Pushdown (Cable),3,120
12 Weeks Muscle Building Program,180,5,1,15,Skull Crusher,3,1800
12 Weeks Muscle Building Program,180,5,1,15,Tricep Rope Push Down (Cable),3,7
12 Weeks Muscle Building Program,180,5,1,15,V-Handle Tricep Pushdown (Cable),3,7
12 Weeks Muscle Building Program,180,5,1,15,Tricep Extension (Cable),3,7
12 Weeks Muscle Building Program,180,5,1,15,Tricep Extension (Dumbbell),3,11
12 Weeks Muscle Building Program,180,5,2,3,Run,1,7
12 Weeks Muscle Building Program,180,5,2,3,Elliptical,1,9
12 Weeks Muscle Building Program,180,5,2,3,Cycling,1,7
12 Weeks Muscle Building Program,180,5,3,17,Deadlift (Paused),3,7
12 Weeks Muscle Building Program,180,5,3,17,Squat (Paused),3,9
12 Weeks Muscle Building Program,180,5,3,17,Leg Curl,3,7
12 Weeks Muscle Building Program,180,5,3,17,Belt Squat,3,7
12 Weeks Muscle Building Program,180,5,3,17,Pendulum Squat,3,11
12 Weeks Muscle Building Program,180,5,3,17,Good Morning,3,11
12 Weeks Muscle Building Program,180,5,3,17,Leg Press,3,1800
12 Weeks Muscle Building Program,180,5,3,17,Hip Extension,3,60
12 Weeks Muscle Building Program,180,5,3,17,Standing Calf Raise,3,300
12 Weeks Muscle Building Program,180,5,3,17,Deadlift (Dumbbell),3,1800
12 Weeks Muscle Building Program,180,5,3,17,Leg Extension,3,1800
12 Weeks Muscle Building Program,180,5,3,17,Back Extension,3,5
12 Weeks Muscle Building Program,180,5,3,17,Bulgarian Split Squat (Dumbbell),3,9
12 Weeks Muscle Building Program,180,5,3,17,Seated Hamstring Curl,3,11
12 Weeks Muscle Building Program,180,5,3,17,Walking Lunge,3,7
12 Weeks Muscle Building Program,180,5,3,17,Glute-Ham Raise,3,11
12 Weeks Muscle Building Program,180,5,3,17,Seated Calf Raise,3,60
12 Weeks Muscle Building Program,180,5,5,17,Pull-Up (Band),3,7
12 Weeks Muscle Building Program,180,5,5,17,Chin-Up (Assisted),3,7
12 Weeks Muscle Building Program,180,5,5,17,Barbell Row,3,11
12 Weeks Muscle Building Program,180,5,5,17,Lat Pulldown,3,7
12 Weeks Muscle Building Program,180,5,5,17,Dumbbell Row,3,7
12 Weeks Muscle Building Program,180,5,5,17,Single Arm Iso Row,3,7
12 Weeks Muscle Building Program,180,5,5,17,Seated Row (Cable),3,120
12 Weeks Muscle Building Program,180,5,5,17,Single Arm Row (Dumbbell),3,1800
12 Weeks Muscle Building Program,180,5,5,17,T-Bar Row,3,7
12 Weeks Muscle Building Program,180,5,5,17,Bicep Curl (Barbell),3,7
12 Weeks Muscle Building Program,180,5,5,17,Bicep Curl (Machine),3,7
12 Weeks Muscle Building Program,180,5,5,17,Bicep Curl (Cable),3,11
12 Weeks Muscle Building Program,180,5,5,17,Bicep Curl (Dumbbell),3,7
12 Weeks Muscle Building Program,180,5,5,17,Concentration Curl,3,9
12 Weeks Muscle Building Program,180,5,5,17,Reverse Wrist Curl (Barbell),3,7
12 Weeks Muscle Building Program,180,5,5,17,Wrist Curls,3,7
12 Weeks Muscle Building Program,180,5,5,17,Reverse Wrist Curl (Dumbbell),3,9
12 Weeks Muscle Building Program,180,5,6,3,Run,1,7
12 Weeks Muscle Building Program,180,5,6,3,Elliptical,1,7
12 Weeks Muscle Building Program,180,5,6,3,Cycling,1,11
12 Weeks Muscle Building Program,180,5,7,1,Swim,1,11
12 Weeks Muscle Building Program,180,6,1,15,Bench Press (Barbell),3,1800
12 Weeks Muscle Building Program,180,6,1,15,Incline Bench Press (Barbell),3,60
12 Weeks Muscle Building Program,180,6,1,15,Decline Bench Press (Barbell),3,300
12 Weeks Muscle Building Program,180,6,1,15,Pec Deck (Machine),3,1800
12 Weeks Muscle Building Program,180,6,1,15,Face Pull,3,1800
12 Weeks Muscle Building Program,180,6,1,15,Reverse Pec Deck,3,5
12 Weeks Muscle Building Program,180,6,1,15,Lying Rear Lateral Raise,3,9
12 Weeks Muscle Building Program,180,6,1,15,Lateral Raise (Machine),3,11
12 Weeks Muscle Building Program,180,6,1,15,Lateral Raise (Dumbbell),3,7
12 Weeks Muscle Building Program,180,6,1,15,Tricep Pushdown (Cable),3,11
12 Weeks Muscle Building Program,180,6,1,15,Skull Crusher,3,60
12 Weeks Muscle Building Program,180,6,1,15,Tricep Rope Push Down (Cable),3,1800
12 Weeks Muscle Building Program,180,6,1,15,V-Handle Tricep Pushdown (Cable),3,7
12 Weeks Muscle Building Program,180,6,1,15,Tricep Extension (Cable),3,7
12 Weeks Muscle Building Program,180,6,1,15,Tricep Extension (Dumbbell),3,11
12 Weeks Muscle Building Program,180,6,2,3,Run,1,7
12 Weeks Muscle Building Program,180,6,2,3,Elliptical,1,7
12 Weeks Muscle Building Program,180,6,2,3,Cycling,1,7
12 Weeks Muscle Building Program,180,6,3,17,Deadlift (Paused),3,120
12 Weeks Muscle Building Program,180,6,3,17,Squat (Paused),3,1800
12 Weeks Muscle Building Program,180,6,3,17,Leg Curl,3,7
12 Weeks Muscle Building Program,180,6,3,17,Belt Squat,3,7
12 Weeks Muscle Building Program,180,6,3,17,Pendulum Squat,3,7
12 Weeks Muscle Building Program,180,6,3,17,Good Morning,3,11
12 Weeks Muscle Building Program,180,6,3,17,Leg Press,3,7
12 Weeks Muscle Building Program,180,6,3,17,Hip Extension,3,9
12 Weeks Muscle Building Program,180,6,3,17,Standing Calf Raise,3,7
12 Weeks Muscle Building Program,180,6,3,17,Deadlift (Dumbbell),3,7
12 Weeks Muscle Building Program,180,6,3,17,Leg Extension,3,9
12 Weeks Muscle Building Program,180,6,3,17,Back Extension,3,7
12 Weeks Muscle Building Program,180,6,3,17,Bulgarian Split Squat (Dumbbell),3,7
12 Weeks Muscle Building Program,180,6,3,17,Seated Hamstring Curl,3,11
12 Weeks Muscle Building Program,180,6,3,17,Walking Lunge,3,11
12 Weeks Muscle Building Program,180,6,3,17,Glute-Ham Raise,3,1800
12 Weeks Muscle Building Program,180,6,3,17,Seated Calf Raise,3,60
12 Weeks Muscle Building Program,180,6,5,17,Pull-Up (Band),3,1800
12 Weeks Muscle Building Program,180,6,5,17,Chin-Up (Assisted),3,1800
12 Weeks Muscle Building Program,180,6,5,17,Barbell Row,3,5
12 Weeks Muscle Building Program,180,6,5,17,Lat Pulldown,3,9
12 Weeks Muscle Building Program,180,6,5,17,Dumbbell Row,3,11
12 Weeks Muscle Building Program,180,6,5,17,Single Arm Iso Row,3,7
12 Weeks Muscle Building Program,180,6,5,17,Seated Row (Cable),3,11
12 Weeks Muscle Building Program,180,6,5,17,Single Arm Row (Dumbbell),3,60
12 Weeks Muscle Building Program,180,6,5,17,T-Bar Row,3,1800
12 Weeks Muscle Building Program,180,6,5,17,Bicep Curl (Barbell),3,7
12 Weeks Muscle Building Program,180,6,5,17,Bicep Curl (Machine),3,7
12 Weeks Muscle Building Program,180,6,5,17,Bicep Curl (Cable),3,11
12 Weeks Muscle Building Program,180,6,5,17,Bicep Curl (Dumbbell),3,7
12 Weeks Muscle Building Program,180,6,5,17,Concentration Curl,3,7
12 Weeks Muscle Building Program,180,6,5,17,Reverse Wrist Curl (Barbell),3,7
12 Weeks Muscle Building Program,180,6,5,17,Wrist Curls,3,120
12 Weeks Muscle Building Program,180,6,5,17,Reverse Wrist Curl (Dumbbell),3,1800
12 Weeks Muscle Building Program,180,6,6,3,Run,1,7
12 Weeks Muscle Building Program,180,6,6,3,Elliptical,1,7
12 Weeks Muscle Building Program,180,6,6,3,Cycling,1,7
12 Weeks Muscle Building Program,180,6,7,1,Swim,1,11
12 Weeks Muscle Building Program,180,7,1,15,Bench Press (Barbell),3,7
12 Weeks Muscle Building Program,180,7,1,15,Incline Bench Press (Barbell),3,9
12 Weeks Muscle Building Program,180,7,1,15,Decline Bench Press (Barbell),3,7
12 Weeks Muscle Building Program,180,7,1,15,Pec Deck (Machine),3,7
12 Weeks Muscle Building Program,180,7,1,15,Face Pull,3,9
12 Weeks Muscle Building Program,180,7,1,15,Reverse Pec Deck,3,7
12 Weeks Muscle Building Program,180,7,1,15,Lying Rear Lateral Raise,3,7
12 Weeks Muscle Building Program,180,7,1,15,Lateral Raise (Machine),3,11
12 Weeks Muscle Building Program,180,7,1,15,Lateral Raise (Dumbbell),3,11
12 Weeks Muscle Building Program,180,7,1,15,Tricep Pushdown (Cable),3,1800
12 Weeks Muscle Building Program,180,7,1,15,Skull Crusher,3,60
12 Weeks Muscle Building Program,180,7,1,15,Tricep Rope Push Down (Cable),3,300
12 Weeks Muscle Building Program,180,7,1,15,V-Handle Tricep Pushdown (Cable),3,1800
12 Weeks Muscle Building Program,180,7,1,15,Tricep Extension (Cable),3,1800
12 Weeks Muscle Building Program,180,7,1,15,Tricep Extension (Dumbbell),3,5
12 Weeks Muscle Building Program,180,7,2,3,Run,1,9
12 Weeks Muscle Building Program,180,7,2,3,Elliptical,1,11
12 Weeks Muscle Building Program,180,7,2,3,Cycling,1,7
12 Weeks Muscle Building Program,180,7,3,17,Deadlift (Paused),3,11
12 Weeks Muscle Building Program,180,7,3,17,Squat (Paused),3,60
12 Weeks Muscle Building Program,180,7,3,17,Leg Curl,3,1800
12 Weeks Muscle Building Program,180,7,3,17,Belt Squat,3,7
12 Weeks Muscle Building Program,180,7,3,17,Pendulum Squat,3,7
12 Weeks Muscle Building Program,180,7,3,17,Good Morning,3,11
12 Weeks Muscle Building Program,180,7,3,17,Leg Press,3,7
12 Weeks Muscle Building Program,180,7,3,17,Hip Extension,3,7
12 Weeks Muscle Building Program,180,7,3,17,Standing Calf Raise,3,7
12 Weeks Muscle Building Program,180,7,3,17,Deadlift (Dumbbell),3,120
12 Weeks Muscle Building Program,180,7,3,17,Leg Extension,3,1800
12 Weeks Muscle Building Program,180,7,3,17,Back Extension,3,7
12 Weeks Muscle Building Program,180,7,3,17,Bulgarian Split Squat (Dumbbell),3,7
12 Weeks Muscle Building Program,180,7,3,17,Seated Hamstring Curl,3,7
12 Weeks Muscle Building Program,180,7,3,17,Walking Lunge,3,11
12 Weeks Muscle Building Program,180,7,3,17,Glute-Ham Raise,3,7
12 Weeks Muscle Building Program,180,7,3,17,Seated Calf Raise,3,9
12 Weeks Muscle Building Program,180,7,5,17,Pull-Up (Band),3,7
12 Weeks Muscle Building Program,180,7,5,17,Chin-Up (Assisted),3,9
12 Weeks Muscle Building Program,180,7,5,17,Barbell Row,3,7
12 Weeks Muscle Building Program,180,7,5,17,Lat Pulldown,3,7
12 Weeks Muscle Building Program,180,7,5,17,Dumbbell Row,3,11
12 Weeks Muscle Building Program,180,7,5,17,Single Arm Iso Row,3,11
12 Weeks Muscle Building Program,180,7,5,17,Seated Row (Cable),3,1800
12 Weeks Muscle Building Program,180,7,5,17,Single Arm Row (Dumbbell),3,60
12 Weeks Muscle Building Program,180,7,5,17,T-Bar Row,3,300
12 Weeks Muscle Building Program,180,7,5,17,Bicep Curl (Barbell),3,1800
12 Weeks Muscle Building Program,180,7,5,17,Bicep Curl (Machine),3,1800
12 Weeks Muscle Building Program,180,7,5,17,Bicep Curl (Cable),3,5
12 Weeks Muscle Building Program,180,7,5,17,Bicep Curl (Dumbbell),3,9
12 Weeks Muscle Building Program,180,7,5,17,Concentration Curl,3,11
12 Weeks Muscle Building Program,180,7,5,17,Reverse Wrist Curl (Barbell),3,7
12 Weeks Muscle Building Program,180,7,5,17,Wrist Curls,3,11
12 Weeks Muscle Building Program,180,7,5,17,Reverse Wrist Curl (Dumbbell),3,60
12 Weeks Muscle Building Program,180,7,6,3,Run,1,1800
12 Weeks Muscle Building Program,180,7,6,3,Elliptical,1,7
12 Weeks Muscle Building Program,180,7,6,3,Cycling,1,7
12 Weeks Muscle Building Program,180,7,7,1,Swim,1,11
12 Weeks Muscle Building Program,180,8,1,15,Bench Press (Barbell),3,7
12 Weeks Muscle Building Program,180,8,1,15,Incline Bench Press (Barbell),3,7
12 Weeks Muscle Building Program,180,8,1,15,Decline Bench Press (Barbell),3,7
12 Weeks Muscle Building Program,180,8,1,15,Pec Deck (Machine),3,120
12 Weeks Muscle Building Program,180,8,1,15,Face Pull,3,1800
12 Weeks Muscle Building Program,180,8,1,15,Reverse Pec Deck,3,7
12 Weeks Muscle Building Program,180,8,1,15,Lying Rear Lateral Raise,3,7
12 Weeks Muscle Building Program,180,8,1,15,Lateral Raise (Machine),3,7
12 Weeks Muscle Building Program,180,8,1,15,Lateral Raise (Dumbbell),3,11
12 Weeks Muscle Building Program,180,8,1,15,Tricep Pushdown (Cable),3,7
12 Weeks Muscle Building Program,180,8,1,15,Skull Crusher,3,9
12 Weeks Muscle Building Program,180,8,1,15,Tricep Rope Push Down (Cable),3,7
12 Weeks Muscle Building Program,180,8,1,15,V-Handle Tricep Pushdown (Cable),3,7
12 Weeks Muscle Building Program,180,8,1,15,Tricep Extension (Cable),3,9
12 Weeks Muscle Building Program,180,8,1,15,Tricep Extension (Dumbbell),3,7
12 Weeks Muscle Building Program,180,8,2,3,Run,1,7
12 Weeks Muscle Building Program,180,8,2,3,Elliptical,1,11
12 Weeks Muscle Building Program,180,8,2,3,Cycling,1,11
12 Weeks Muscle Building Program,180,8,3,17,Deadlift (Paused),3,1800
12 Weeks Muscle Building Program,180,8,3,17,Squat (Paused),3,60
